Experiment;Model;Simulation;S;B;L;T;Graph Seed;Dynamics Seed;Steps;q;Time to Fixation;Jazz;Stuff
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.7766132264529055;767;996;2000;2.9477309956317557;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.7846092184368736;767;996;2000;2.9127927247429812;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.7926052104208416;767;996;2000;3.292455590771232;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8006012024048093;767;996;2000;3.2237591121611544;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8085971943887773;767;996;2000;3.3329573376610204;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8165931863727454;767;996;2000;3.0236834596728417;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.824589178356713;767;996;2000;2.8432593273488513;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.832585170340681;767;996;2000;2.789538319270392;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.840581162324649;767;996;2000;3.0738793545763117;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.848577154308617;767;996;2000;2.972375108932394;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8565731462925847;767;996;2000;2.797933002216748;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.864569138276553;767;996;2000;3.4708937981406875;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.872565130260521;767;996;2000;3.1602794096736027;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.880561122244489;767;996;2000;3.029210312497295;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8885571142284565;767;996;2000;2.7827682456380987;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.8965531062124246;767;996;2000;2.623600141042439;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9045490981963926;767;996;2000;2.8632704392340735;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9125450901803607;767;996;2000;3.1287911675953946;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9205410821643283;767;996;2000;3.1963408654863588;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9285370741482963;767;996;2000;3.0362305239566205;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9365330661322644;767;996;2000;3.142065549640945;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9445290581162324;767;996;2000;2.8550610090071973;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9525250501002;767;996;2000;2.7251275155683876;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.960521042084168;767;996;2000;3.039140444588336;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.968517034068136;767;996;2000;3.010971406120489;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.9765130260521038;767;996;2000;3.1396876981091166;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.984509018036072;767;996;2000;2.9065783141805617;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;2.99250501002004;767;996;2000;3.356175952350374;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.000501002004008;767;996;2000;3.105231885730819;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0084969939879755;767;996;2000;2.8879565220276637;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0164929859719436;767;996;2000;2.920133332552111;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0244889779559117;767;996;2000;2.8741459110412872;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0324849699398797;767;996;2000;2.7884718487781726;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0404809619238473;767;996;2000;3.1638248903474984;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0484769539078154;767;996;2000;2.9209381117526734;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0564729458917834;767;996;2000;2.823505008628414;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.0644689378757515;767;996;2000;3.0119094888411184;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.072464929859719;767;996;2000;3.010715988333533;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.080460921843687;767;996;2000;2.7248355125179318;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.088456913827655;767;996;2000;3.1689114444528306;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.096452905811623;767;996;2000;2.6980510424093365;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.104448897795591;767;996;2000;2.7353455870350882;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.112444889779559;767;996;2000;2.488260620008164;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.120440881763527;767;996;2000;3.2823522939182217;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1284368737474946;767;996;2000;3.2596784385308957;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1364328657314626;767;996;2000;2.9691156071519775;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1444288577154307;767;996;2000;2.993762605146738;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1524248496993987;767;996;2000;2.8057702493122574;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1604208416833663;767;996;2000;2.601204139616322;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1684168336673344;767;996;2000;2.6922974872839713;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1764128256513025;767;996;2000;2.5911405178381153;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.1844088176352705;767;996;2000;3.031443402346938;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.192404809619238;767;996;2000;2.7939373358516413;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.200400801603206;767;996;2000;2.685173822217168;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2083967935871742;767;996;2000;2.82071693228461;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.216392785571142;767;996;2000;2.937079543929058;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.22438877755511;767;996;2000;3.1394540267608293;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.232384769539078;767;996;2000;3.3994567906222164;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.240380761523046;767;996;2000;3.425335162229142;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2483767535070136;767;996;2000;3.475407377673797;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2563727454909817;767;996;2000;3.2304647411550755;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2643687374749497;767;996;2000;3.2996328063957017;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2723647294589178;767;996;2000;3.4176390801356242;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2803607214428854;767;996;2000;3.297993872107726;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2883567134268534;767;996;2000;3.497601586677275;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.2963527054108215;767;996;2000;3.62353707937421;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3043486973947895;767;996;2000;3.521135907904617;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.312344689378757;767;996;2000;3.4341514578271233;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.320340681362725;767;996;2000;3.2115309820953564;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3283366733466933;767;996;2000;3.170855984567447;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3363326653306613;767;996;2000;3.4650543951779014;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.344328657314629;767;996;2000;3.473662083588645;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.352324649298597;767;996;2000;3.186931117852688;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.360320641282565;767;996;2000;3.0778647018455034;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3683166332665326;767;996;2000;3.165693486036625;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3763126252505007;767;996;2000;3.46902612227516;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.3843086172344687;767;996;2000;3.422616602519258;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.392304609218437;767;996;2000;3.3832107291857407;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4003006012024044;767;996;2000;3.5734306474535016;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4082965931863725;767;996;2000;3.5052704337687093;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4162925851703405;767;996;2000;3.2620730991872615;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4242885771543086;767;996;2000;3.1777934850740457;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.432284569138276;767;996;2000;3.0607729864068736;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4402805611222442;767;996;2000;3.3792481631381697;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4482765531062123;767;996;2000;3.1869845254052858;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4562725450901803;767;996;2000;3.231502785853981;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.464268537074148;767;996;2000;3.4316695430955146;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.472264529058116;767;996;2000;3.1841978265430066;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.480260521042084;767;996;2000;2.9455952623821697;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4882565130260517;767;996;2000;3.1714046868907038;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.4962525050100197;767;996;2000;3.1042659248569353;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5042484969939878;767;996;2000;3.2416810575414567;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.512244488977956;767;996;2000;3.453705202851388;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5202404809619234;767;996;2000;3.2355114222620682;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5282364729458915;767;996;2000;3.233562999726131;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5362324649298595;767;996;2000;3.675510868827063;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5442284569138276;767;996;2000;3.3948036940378743;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.552224448897795;767;996;2000;3.3025292299506495;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5602204408817633;767;996;2000;3.5010213456283568;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5682164328657313;767;996;2000;3.3487385573759094;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.5762124248496994;767;996;2000;3.270391475389472;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.584208416833667;767;996;2000;2.966688884480034;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.592204408817635;767;996;2000;3.1751425175043;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.600200400801603;767;996;2000;2.9333373979408277;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6081963927855707;767;996;2000;3.175709041633267;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6161923847695387;767;996;2000;3.1719302040195276;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.624188376753507;767;996;2000;3.0077079659827786;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.632184368737475;767;996;2000;3.1429850778245685;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6401803607214425;767;996;2000;3.187133574634461;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6481763527054105;767;996;2000;2.973321657163135;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6561723446893786;767;996;2000;3.1540769830440745;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6641683366733466;767;996;2000;2.9479190633076646;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6721643286573142;767;996;2000;3.2449572917368714;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6801603206412823;767;996;2000;3.3777787680295637;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6881563126252503;767;996;2000;3.0094187079919545;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.6961523046092184;767;996;2000;3.3691115267262566;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.704148296593186;767;996;2000;3.430522313265953;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.712144288577154;767;996;2000;3.032413630817966;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.720140280561122;767;996;2000;3.2255063280805296;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7281362725450897;767;996;2000;2.925327276696617;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.736132264529058;767;996;2000;3.0242389451797496;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.744128256513026;767;996;2000;2.9286525540954575;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.752124248496994;767;996;2000;3.005317246504169;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7601202404809615;767;996;2000;3.0405218741184585;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7681162324649295;767;996;2000;3.302592542499637;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7761122244488976;767;996;2000;3.3524854399362667;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7841082164328657;767;996;2000;3.164237488746779;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.7921042084168333;767;996;2000;2.931515573620426;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8001002004008013;767;996;2000;2.9499180371102285;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8080961923847694;767;996;2000;3.1027281531749376;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8160921843687374;767;996;2000;3.1408757632118154;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.824088176352705;767;996;2000;3.0860404859084434;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.832084168336673;767;996;2000;3.1921373819063517;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.840080160320641;767;996;2000;2.9873449907740035;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8480761523046088;767;996;2000;3.2243588015748457;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.856072144288577;767;996;2000;3.1306067882928197;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.864068136272545;767;996;2000;3.1627047475367767;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.872064128256513;767;996;2000;3.212027073115414;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8800601202404805;767;996;2000;3.0033060026437077;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8880561122244486;767;996;2000;3.251365613898803;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.8960521042084166;767;996;2000;3.2861669679112393;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9040480961923847;767;996;2000;3.167281411503312;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9120440881763523;767;996;2000;2.8864517980869246;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9200400801603204;767;996;2000;2.8936275286414266;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9280360721442884;767;996;2000;3.151133291578711;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9360320641282565;767;996;2000;3.10093491792832;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.944028056112224;767;996;2000;3.3538286448325647;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.952024048096192;767;996;2000;3.753177146776647;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.96002004008016;767;996;2000;3.785331594260194;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.9680160320641282;767;996;2000;3.4692224095022675;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.976012024048096;767;996;2000;3.9394756380396294;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.984008016032064;767;996;2000;3.611841291755534;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;3.992004008016032;767;996;2000;3.4732220103186613;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;750;4.0;767;996;2000;3.5645128239750896;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.01;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.017995991983967938;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.025991983967935874;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.03398797595190381;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.041983967935871745;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.04997995991983968;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.05797595190380762;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.06597194388777555;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.07396793587174348;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.08196392785571142;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.08995991983967935;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.09795591182364728;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.10595190380761522;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.11394789579158317;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.1219438877755511;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.12993987975951904;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.13793587174348698;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.14593186372745492;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.15392785571142287;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.16192384769539078;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.16991983967935873;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.17791583166332667;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.18591182364729458;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.19390781563126253;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.20190380761523047;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.2098997995991984;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.21789579158316635;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.22589178356713427;767;996;2000;1.0493317592318853e-15;422;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.2338877755511022;767;996;2000;9.337122339881235e-16;454;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.24188376753507015;767;996;2000;1.0057451255169651e-15;508;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.24987975951903807;767;996;2000;1.0163710810998944e-15;482;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.257875751503006;767;996;2000;0.047210684557294116;511;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.26587174348697395;767;996;2000;8.504814233021105e-16;528;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.2738677354709419;767;996;2000;0.04990235411293644;414;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.28186372745490984;767;996;2000;0.06133088493714762;502;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.2898597194388778;767;996;2000;0.10601450424022259;495;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.2978557114228457;767;996;2000;0.11438940757013137;558;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.3058517034068136;767;996;2000;0.10708239564932277;530;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.31384769539078156;767;996;2000;0.13682888965879056;494;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.3218436873747495;767;996;2000;0.15504222053353536;499;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.32983967935871744;767;996;2000;0.14765155112073153;517;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.3378356713426854;767;996;2000;0.14352187421429685;445;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.3458316633266533;767;996;2000;0.21004878351173523;475;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.35382765531062127;767;996;2000;0.19478992981463114;499;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.36182364729458916;767;996;2000;0.24822974461867237;477;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.3698196392785571;767;996;2000;0.24501973638462496;490;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.37781563126252504;767;996;2000;0.2631066226759859;532;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;775;0.385811623246493;767;996;2000;0.283451404121451;540;Slow;Slow
